id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,win_by_runs_capped,win_by_wickets_capped,toss_match_win,win_margin_cat,match_year,match_month,is_big_win,win_by_runs_norm,win_by_wickets_norm,win_by_runs_std,win_by_wickets_std
1,IPL-2017,Hyderabad,2017-05-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,35.0,0,0,Medium,2017.0,5.0,0,0.23972602739726026,0.0,0.9212025489353968,-0.9948286507525228
2,IPL-2017,Pune,2017-06-04,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,0.0,7,1,Large,2017.0,6.0,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
3,IPL-2017,Rajkot,2017-07-04,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,0.0,10,1,Large,2017.0,7.0,0,0.0,1.0,-0.5682956134911693,1.9586302729186067
4,IPL-2017,Indore,2017-08-04,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,0.0,6,1,Medium,2017.0,8.0,0,0.0,0.6000000000000001,-0.5682956134911693,0.7772467034501549
5,IPL-2017,Bangalore,2017-08-04,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,15,0,KM Jadhav,M Chinnaswamy Stadium,Unknown,Unknown,15.0,0,1,Small,2017.0,8.0,0,0.10273972602739725,0.0,0.07006074183450184,-0.9948286507525228
6,IPL-2017,Hyderabad,2017-09-04,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,0.0,9,1,Large,2017.0,9.0,0,0.0,0.9,-0.5682956134911693,1.6632843805514939
7,IPL-2017,Mumbai,2017-09-04,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,0.0,4,1,Medium,2017.0,9.0,0,0.0,0.4,-0.5682956134911693,0.18655491871592902
8,IPL-2017,Indore,2017-10-04,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,0.0,8,0,Large,2017.0,10.0,0,0.0,0.8,-0.5682956134911693,1.3679384881843808
9,IPL-2017,Pune,2017-11-04,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Delhi Daredevils,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,47.5,0,0,Large,2017.0,11.0,1,0.6643835616438356,0.0,3.559742150948171,-0.9948286507525228
10,IPL-2017,Mumbai,2017-12-04,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,0.0,4,1,Medium,2017.0,12.0,0,0.0,0.4,-0.5682956134911693,0.18655491871592902
11,IPL-2017,Kolkata,,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,0.0,8,1,Large,,,0,0.0,0.8,-0.5682956134911693,1.3679384881843808
12,IPL-2017,Bangalore,,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,0.0,4,1,Medium,,,0,0.0,0.4,-0.5682956134911693,0.18655491871592902
13,IPL-2017,Rajkot,,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,0.0,7,1,Large,,,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
14,IPL-2017,Kolkata,,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,17.0,0,0,Small,,,0,0.11643835616438356,0.0,0.15517492254459134,-0.9948286507525228
15,IPL-2017,Delhi,,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Delhi Daredevils,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,47.5,0,1,Large,,,1,0.34931506849315064,0.0,1.6021159946161125,-0.9948286507525228
16,IPL-2017,Mumbai,,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,0.0,6,1,Medium,,,0,0.0,0.6000000000000001,-0.5682956134911693,0.7772467034501549
17,IPL-2017,Bangalore,,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,27.0,0,0,Medium,,,0,0.18493150684931506,0.0,0.5807458260950388,-0.9948286507525228
18,IPL-2017,Delhi,,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,0.0,4,0,Medium,,,0,0.0,0.4,-0.5682956134911693,0.18655491871592902
19,IPL-2017,Hyderabad,,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,5.0,0,0,Small,,,0,0.03424657534246575,0.0,-0.35551016171594557,-0.9948286507525228
20,IPL-2017,Rajkot,,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,21.0,0,0,Medium,,,0,0.14383561643835616,0.0,0.3254032839647703,-0.9948286507525228
21,IPL-2017,Hyderabad,,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,15.0,0,1,Small,,,0,0.10273972602739725,0.0,0.07006074183450184,-0.9948286507525228
22,IPL-2017,Indore,,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,0.0,8,1,Large,,,0,0.0,0.8,-0.5682956134911693,1.3679384881843808
23,IPL-2017,Kolkata,,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,0.0,4,1,Medium,,,0,0.0,0.4,-0.5682956134911693,0.18655491871592902
24,IPL-2017,Mumbai,,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,14.0,0,0,Small,,,0,0.0958904109589041,0.0,0.027503651479457096,-0.9948286507525228
25,IPL-2017,Pune,,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,0.0,6,1,Medium,,,0,0.0,0.6000000000000001,-0.5682956134911693,0.7772467034501549
26,IPL-2017,Rajkot,,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Kings XI Punjab,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,26.0,0,0,Medium,,,0,0.1780821917808219,0.0,0.538188735739994,-0.9948286507525228
27,IPL-2017,Kolkata,,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,47.5,0,0,Large,,,1,0.5616438356164384,0.0,2.9213857956225,-0.9948286507525228
28,IPL-2017,Mumbai,,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Rising Pune Supergiant,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,3.0,0,0,Small,,,0,0.02054794520547945,0.0,-0.4406243424260351,-0.9948286507525228
29,IPL-2017,Pune,,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,0.0,7,1,Large,,,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
30,IPL-2017,Bangalore,,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,0.0,7,1,Large,,,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
31,IPL-2017,Kolkata,,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,0.0,7,1,Large,,,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
32,IPL-2017,Chandigarh,,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,26.0,0,0,Medium,,,0,0.1780821917808219,0.0,0.538188735739994,-0.9948286507525228
33,IPL-2017,Pune,,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,47.5,0,0,Large,,,1,0.4178082191780822,0.0,2.02768689816656,-0.9948286507525228
34,IPL-2017,Rajkot,,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,tie,0,Mumbai Indians,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,0.0,0,0,Tie or No Result,,,0,0.0,0.0,-0.5682956134911693,-0.9948286507525228
35,IPL-2017,Chandigarh,,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,0.0,10,1,Large,,,0,0.0,1.0,-0.5682956134911693,1.9586302729186067
36,IPL-2017,Hyderabad,,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,47.5,0,0,Medium,,,0,0.3287671232876712,0.0,1.4744447235509783,-0.9948286507525228
37,IPL-2017,Mumbai,2017-01-05,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,0.0,5,0,Medium,2017.0,1.0,0,0.0,0.5,-0.5682956134911693,0.481900811083042
38,IPL-2017,Pune,2017-01-05,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,0.0,5,1,Medium,2017.0,1.0,0,0.0,0.5,-0.5682956134911693,0.481900811083042
39,IPL-2017,Delhi,2017-02-05,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,0.0,6,1,Medium,2017.0,2.0,0,0.0,0.6000000000000001,-0.5682956134911693,0.7772467034501549
40,IPL-2017,Kolkata,2017-03-05,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,0.0,4,1,Medium,2017.0,3.0,0,0.0,0.4,-0.5682956134911693,0.18655491871592902
41,IPL-2017,Delhi,2017-04-05,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,0.0,7,1,Large,2017.0,4.0,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
42,IPL-2017,Bangalore,2017-05-05,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,19.0,0,0,Small,2017.0,5.0,0,0.13013698630136986,0.0,0.2402891032546808,-0.9948286507525228
43,IPL-2017,Hyderabad,2017-06-05,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Rising Pune Supergiant,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,12.0,0,0,Small,2017.0,6.0,0,0.0821917808219178,0.0,-0.05761052923063239,-0.9948286507525228
44,IPL-2017,Delhi,2017-06-05,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,47.5,0,0,Large,2017.0,6.0,1,1.0,0.0,5.645039578345362,-0.9948286507525228
45,IPL-2017,Bangalore,2017-07-05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,0.0,6,1,Medium,2017.0,7.0,0,0.0,0.6000000000000001,-0.5682956134911693,0.7772467034501549
46,IPL-2017,Chandigarh,2017-07-05,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,0.0,6,1,Medium,2017.0,7.0,0,0.0,0.6000000000000001,-0.5682956134911693,0.7772467034501549
47,IPL-2017,Hyderabad,2017-08-05,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,0.0,7,0,Large,2017.0,8.0,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
48,IPL-2017,Chandigarh,2017-09-05,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,14.0,0,0,Small,2017.0,9.0,0,0.0958904109589041,0.0,0.027503651479457096,-0.9948286507525228
49,IPL-2017,Kanpur,2017-10-05,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,0.0,2,1,Small,2017.0,10.0,0,0.0,0.2,-0.5682956134911693,-0.4041368660182969
50,IPL-2017,Mumbai,2017-11-05,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,7.0,0,0,Small,2017.0,11.0,0,0.04794520547945205,0.0,-0.2703959810058561,-0.9948286507525228
51,IPL-2017,Delhi,2017-12-05,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,normal,0,Delhi Daredevils,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,7.0,0,1,Small,2017.0,12.0,0,0.04794520547945205,0.0,-0.2703959810058561,-0.9948286507525228
52,IPL-2017,Kanpur,,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,0.0,8,1,Large,,,0,0.0,0.8,-0.5682956134911693,1.3679384881843808
53,IPL-2017,Kolkata,,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,9.0,0,0,Small,,,0,0.06164383561643835,0.0,-0.18528180029576663,-0.9948286507525228
54,IPL-2017,Pune,,Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,0.0,9,1,Large,,,0,0.0,0.9,-0.5682956134911693,1.6632843805514939
55,IPL-2017,Delhi,,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,10.0,0,1,Small,,,0,0.0684931506849315,0.0,-0.14272470994072187,-0.9948286507525228
56,IPL-2017,Mumbai,,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Rising Pune Supergiant,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,20.0,0,0,Medium,,,0,0.136986301369863,0.0,0.28284619360972557,-0.9948286507525228
57,IPL-2017,Bangalore,,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,0.0,7,1,Large,,,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
58,IPL-2017,Bangalore,,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,0.0,6,1,Medium,,,0,0.0,0.6000000000000001,-0.5682956134911693,0.7772467034501549
59,IPL-2017,Hyderabad,,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,1.0,0,1,Small,,,0,0.00684931506849315,0.0,-0.5257385231361246,-0.9948286507525228
60,IPL-2008,Bangalore,,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,140,0,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,47.5,0,0,Large,,,1,0.958904109589041,0.0,5.389697036215095,-0.9948286507525228
61,IPL-2008,Chandigarh,,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,33.0,0,1,Medium,,,0,0.22602739726027396,0.0,0.8360883682253072,-0.9948286507525228
62,IPL-2008,Delhi,,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,0,Delhi Daredevils,0,9,MF Maharoof,Feroz Shah Kotla,Aleem Dar,GA Pratapkumar,0.0,9,0,Large,,,0,0.0,0.9,-0.5682956134911693,1.6632843805514939
63,IPL-2008,Mumbai,,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,5,MV Boucher,Wankhede Stadium,SJ Davis,DJ Harper,0.0,5,0,Medium,,,0,0.0,0.5,-0.5682956134911693,0.481900811083042
64,IPL-2008,Kolkata,,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,bat,normal,0,Kolkata Knight Riders,0,5,DJ Hussey,Eden Gardens,BF Bowden,K Hariharan,0.0,5,0,Medium,,,0,0.0,0.5,-0.5682956134911693,0.481900811083042
65,IPL-2008,Jaipur,,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0,6,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,0.0,6,0,Medium,,,0,0.0,0.6000000000000001,-0.5682956134911693,0.7772467034501549
66,IPL-2008,Hyderabad,,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,0.0,9,0,Large,,,0,0.0,0.9,-0.5682956134911693,1.6632843805514939
67,IPL-2008,Chennai,,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,6.0,0,0,Small,,,0,0.0410958904109589,0.0,-0.31295307136090084,-0.9948286507525228
68,IPL-2008,Hyderabad,,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,0.0,3,1,Small,,,0,0.0,0.30000000000000004,-0.5682956134911693,-0.10879097365118393
69,IPL-2008,Chandigarh,,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,AM Saheba,47.5,0,0,Large,,,1,0.4520547945205479,0.0,2.2404723499417836,-0.9948286507525228
70,IPL-2008,Bangalore,,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,SR Watson,M Chinnaswamy Stadium,MR Benson,IL Howell,0.0,7,1,Large,,,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
71,IPL-2008,Chennai,,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,0.0,9,0,Large,,,0,0.0,0.9,-0.5682956134911693,1.6632843805514939
72,IPL-2008,Mumbai,,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,10,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,0.0,10,1,Large,,,0,0.0,1.0,-0.5682956134911693,1.9586302729186067
73,IPL-2008,Chandigarh,,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Kings XI Punjab,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,0.0,4,0,Medium,,,0,0.0,0.4,-0.5682956134911693,0.18655491871592902
74,IPL-2008,Bangalore,,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,13,0,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,13.0,0,1,Small,,,0,0.08904109589041095,0.0,-0.015053438875587648,-0.9948286507525228
75,IPL-2008,Kolkata,,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,0.0,7,0,Large,,,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
76,IPL-2008,Delhi,,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Daredevils,10,0,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,10.0,0,0,Small,,,0,0.0684931506849315,0.0,-0.14272470994072187,-0.9948286507525228
77,IPL-2008,Hyderabad,2008-01-05,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,RB Tiffin,0.0,7,1,Large,2008.0,1.0,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
78,IPL-2008,Jaipur,2008-01-05,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,45,0,SA Asnodkar,Sawai Mansingh Stadium,RE Koertzen,GA Pratapkumar,45.0,0,1,Medium,2008.0,1.0,0,0.3082191780821918,0.0,1.3467734524858441,-0.9948286507525228
79,IPL-2008,Chennai,2008-02-05,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",BF Bowden,K Hariharan,0.0,8,0,Large,2008.0,2.0,0,0.0,0.8,-0.5682956134911693,1.3679384881843808
80,IPL-2008,Hyderabad,,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,0.0,5,0,Medium,,,0,0.0,0.5,-0.5682956134911693,0.481900811083042
81,IPL-2008,Chandigarh,2008-03-05,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kings XI Punjab,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",DJ Harper,I Shivram,9.0,0,1,Small,2008.0,3.0,0,0.06164383561643835,0.0,-0.18528180029576663,-0.9948286507525228
82,IPL-2008,Mumbai,2008-04-05,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,29,0,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,29.0,0,0,Medium,2008.0,4.0,0,0.19863013698630136,0.0,0.6658600068051282,-0.9948286507525228
83,IPL-2008,Jaipur,2008-04-05,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,Sohail Tanvir,Sawai Mansingh Stadium,Asad Rauf,AV Jayaprakash,0.0,8,0,Large,2008.0,4.0,0,0.0,0.8,-0.5682956134911693,1.3679384881843808
84,IPL-2008,Bangalore,2008-05-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,S Sreesanth,M Chinnaswamy Stadium,SJ Davis,BR Doctrove,0.0,6,1,Medium,2008.0,5.0,0,0.0,0.6000000000000001,-0.5682956134911693,0.7772467034501549
85,IPL-2008,Chennai,2008-06-05,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",MR Benson,RB Tiffin,0.0,7,1,Large,2008.0,6.0,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
86,IPL-2008,Mumbai,2008-07-05,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,0.0,7,1,Large,2008.0,7.0,0,0.0,0.7000000000000001,-0.5682956134911693,1.072592595817268
